航班ID,日期,国际/国内,航班号,起飞机场,降落机场,起飞时间,降落时间,飞机ID,机型,旅客数,联程旅客数,座位数,重要系数
1185,2017/5/6,国际,315,9,49,2017/5/6 18:20,2017/5/6 21:40,107,2,97,0,161,1.5 
1186,2017/5/5,国内,296,36,62,2017/5/5 13:35,2017/5/5 16:05,69,2,144,0,161,1.0 
1187,2017/5/6,国内,296,36,62,2017/5/6 13:35,2017/5/6 16:05,15,2,105,0,161,1.0 
1188,2017/5/7,国内,296,36,62,2017/5/7 13:35,2017/5/7 16:05,50,2,75,0,161,1.0 
1189,2017/5/8,国内,296,36,62,2017/5/8 13:35,2017/5/8 16:05,92,2,38,0,155,1.0 
1190,2017/5/5,国际,302,16,50,2017/5/5 17:25,2017/5/5 20:50,57,2,38,96,161,1.5 
1191,2017/5/6,国际,302,16,50,2017/5/6 17:25,2017/5/6 20:50,57,2,80,64,161,1.5 
1192,2017/5/5,国内,317,49,72,2017/5/5 7:35,2017/5/5 10:25,70,2,154,0,161,1.0 
1193,2017/5/6,国内,317,49,72,2017/5/6 7:35,2017/5/6 10:25,134,2,163,0,183,1.0 
1194,2017/5/7,国内,317,49,72,2017/5/7 7:35,2017/5/7 10:25,131,2,158,0,183,1.0 
1195,2017/5/8,国内,317,49,72,2017/5/8 7:35,2017/5/8 10:25,28,3,133,0,163,1.0 
1196,2017/5/6,国际,309,49,9,2017/5/6 13:55,2017/5/6 17:20,107,2,130,0,161,1.5 
1197,2017/5/8,国际,309,49,9,2017/5/8 13:55,2017/5/8 17:20,36,2,130,0,161,1.5 
1198,2017/5/5,国内,299,62,36,2017/5/5 14:05,2017/5/5 16:30,83,2,139,0,161,1.0 
1199,2017/5/6,国内,299,62,36,2017/5/6 14:05,2017/5/6 16:30,73,2,90,0,161,1.0 
1200,2017/5/7,国内,299,62,36,2017/5/7 14:05,2017/5/7 16:30,38,2,62,0,161,1.0 
1201,2017/5/8,国内,299,62,36,2017/5/8 14:05,2017/5/8 16:30,39,2,26,0,161,1.0 
1202,2017/5/6,国内,329,69,67,2017/5/6 14:30,2017/5/6 16:55,45,1,73,19,119,1.0 
1203,2017/5/8,国内,329,69,67,2017/5/8 14:30,2017/5/8 16:55,44,1,9,12,119,1.0 
1204,2017/5/5,国内,334,49,48,2017/5/5 12:00,2017/5/5 14:40,108,2,113,0,161,1.0 
1205,2017/5/6,国内,334,49,48,2017/5/6 12:00,2017/5/6 14:40,54,2,126,0,161,1.0 
1206,2017/5/7,国内,334,49,48,2017/5/7 12:00,2017/5/7 14:40,109,2,97,0,161,1.0 
1207,2017/5/8,国内,334,49,48,2017/5/8 12:00,2017/5/8 14:40,43,1,73,0,119,1.0 
1208,2017/5/7,国内,322,48,49,2017/5/7 11:50,2017/5/7 14:45,30,1,47,0,119,1.0 
1209,2017/5/8,国内,322,48,49,2017/5/8 11:50,2017/5/8 14:45,54,2,73,0,161,1.0 
1210,2017/5/5,国际,337,52,46,2017/5/5 15:10,2017/5/5 17:30,17,2,100,32,161,1.5 
1211,2017/5/6,国际,337,52,46,2017/5/6 15:10,2017/5/6 17:30,87,2,62,16,155,1.5 
1212,2017/5/7,国际,337,52,46,2017/5/7 15:10,2017/5/7 17:30,113,2,28,22,161,1.5 
1213,2017/5/8,国际,337,52,46,2017/5/8 15:10,2017/5/8 17:30,100,2,43,13,161,1.5 
1214,2017/5/7,国内,320,67,33,2017/5/7 8:05,2017/5/7 9:30,121,2,73,45,183,1.0 
1215,2017/5/7,国内,320,33,49,2017/5/7 10:15,2017/5/7 11:55,121,2,130,45,183,1.0 
1216,2017/5/8,国内,320,67,33,2017/5/8 8:05,2017/5/8 9:30,127,2,80,43,183,1.0 
1217,2017/5/5,国内,335,48,49,2017/5/5 15:40,2017/5/5 18:25,108,2,147,0,161,1.0 
1218,2017/5/6,国内,335,48,49,2017/5/6 15:40,2017/5/6 18:25,54,2,143,0,161,1.0 
1219,2017/5/7,国内,335,48,49,2017/5/7 15:40,2017/5/7 18:25,109,2,70,0,161,1.0 
1220,2017/5/8,国内,335,48,49,2017/5/8 15:40,2017/5/8 18:25,43,1,28,0,119,1.0 
1221,2017/5/8,国内,320,33,49,2017/5/8 10:15,2017/5/8 12:00,127,2,123,43,183,1.0 
1222,2017/5/5,国内,320,67,33,2017/5/5 8:05,2017/5/5 9:30,128,2,150,28,183,1.0 
1223,2017/5/6,国内,320,67,33,2017/5/6 8:05,2017/5/6 9:30,140,2,136,6,183,1.0 
1224,2017/5/5,国际,326,46,52,2017/5/5 14:10,2017/5/5 16:35,87,2,141,7,155,1.5 
1225,2017/5/7,国际,326,46,52,2017/5/7 14:10,2017/5/7 16:35,100,2,80,18,161,1.5 
1226,2017/5/8,国际,326,46,52,2017/5/8 14:10,2017/5/8 16:35,112,2,81,15,161,1.5 
1227,2017/5/5,国内,339,49,68,2017/5/5 14:00,2017/5/5 16:05,41,1,86,0,119,1.0 
1228,2017/5/6,国内,339,49,68,2017/5/6 14:00,2017/5/6 16:05,19,2,69,0,161,1.0 
1229,2017/5/7,国内,339,49,68,2017/5/7 14:00,2017/5/7 16:05,48,2,53,0,161,1.0 
1230,2017/5/8,国内,339,49,68,2017/5/8 14:00,2017/5/8 16:05,75,2,63,0,161,1.0 
1231,2017/5/5,国内,320,33,49,2017/5/5 10:15,2017/5/5 11:55,128,2,153,28,183,1.0 
1232,2017/5/6,国内,320,33,49,2017/5/6 10:15,2017/5/6 12:00,140,2,140,6,183,1.0 
1233,2017/5/5,国际,326,52,22,2017/5/5 18:00,2017/5/5 23:00,87,2,114,7,155,1.5 
1234,2017/5/7,国际,326,52,22,2017/5/7 18:00,2017/5/7 23:00,100,2,80,18,161,1.5 
1235,2017/5/8,国际,326,52,22,2017/5/8 18:00,2017/5/8 23:00,112,2,60,15,161,1.5 
1236,2017/5/6,国际,326,46,52,2017/5/6 14:10,2017/5/6 16:35,113,2,102,8,161,1.5 
1237,2017/5/5,国际,337,22,52,2017/5/5 9:20,2017/5/5 14:10,17,2,71,32,161,1.5 
1238,2017/5/6,国际,337,22,52,2017/5/6 9:20,2017/5/6 14:10,87,2,118,16,155,1.5 
1239,2017/5/7,国际,337,22,52,2017/5/7 9:20,2017/5/7 14:10,113,2,115,22,161,1.5 
1240,2017/5/8,国际,337,22,52,2017/5/8 9:20,2017/5/8 14:10,100,2,81,13,161,1.5 
1241,2017/5/5,国内,319,49,33,2017/5/5 6:50,2017/5/5 8:40,132,2,147,30,183,1.0 
1242,2017/5/6,国内,319,49,33,2017/5/6 6:50,2017/5/6 8:40,5,2,122,15,183,1.0 
1243,2017/5/7,国内,319,49,33,2017/5/7 6:50,2017/5/7 8:40,124,2,87,1,183,1.0 
1244,2017/5/8,国内,319,49,33,2017/5/8 6:50,2017/5/8 8:40,131,2,141,1,183,1.0 
1245,2017/5/6,国际,326,52,22,2017/5/6 18:00,2017/5/6 23:00,113,2,52,8,161,1.5 
1246,2017/5/7,国内,321,49,48,2017/5/7 8:05,2017/5/7 10:45,30,1,52,0,119,1.0 
1247,2017/5/8,国内,321,49,48,2017/5/8 8:05,2017/5/8 10:50,54,2,50,0,161,1.0 
1248,2017/5/7,国内,328,50,67,2017/5/7 7:10,2017/5/7 9:50,44,1,71,13,119,1.0 
1249,2017/5/6,国内,329,67,50,2017/5/6 17:55,2017/5/6 20:20,45,1,89,19,119,1.0 
1250,2017/5/8,国内,329,67,50,2017/5/8 17:55,2017/5/8 20:20,44,1,50,12,119,1.0 
1251,2017/5/7,国内,328,67,69,2017/5/7 10:55,2017/5/7 13:40,44,1,87,13,119,1.0 
1252,2017/5/5,国内,319,33,67,2017/5/5 9:25,2017/5/5 10:45,132,2,128,30,183,1.0 
1253,2017/5/6,国内,319,33,67,2017/5/6 9:25,2017/5/6 10:45,5,2,149,15,183,1.0 
1254,2017/5/7,国内,319,33,67,2017/5/7 9:25,2017/5/7 10:45,124,2,116,1,183,1.0 
1255,2017/5/8,国内,319,33,67,2017/5/8 9:25,2017/5/8 10:45,131,2,114,1,183,1.0 
1256,2017/5/7,国内,468,66,49,2017/5/7 9:20,2017/5/7 10:50,107,2,112,0,161,1.0 
1257,2017/5/8,国内,468,66,49,2017/5/8 9:20,2017/5/8 10:50,10,2,143,0,161,1.0 
1258,2017/5/6,国内,460,62,49,2017/5/6 13:15,2017/5/6 15:05,56,2,61,0,161,1.0 
1259,2017/5/6,国内,468,66,49,2017/5/6 9:20,2017/5/6 11:00,54,2,128,0,161,1.0 
1260,2017/5/7,国际,473,61,7,2017/5/7 9:10,2017/5/7 10:45,85,2,144,0,155,1.5 
1261,2017/5/7,国内,340,68,49,2017/5/7 16:55,2017/5/7 19:00,48,2,76,0,161,1.0 
1262,2017/5/8,国内,340,68,49,2017/5/8 16:55,2017/5/8 18:55,75,2,88,0,161,1.0 
1263,2017/5/5,国内,468,66,49,2017/5/5 9:20,2017/5/5 10:50,54,2,116,0,161,1.0 
1264,2017/5/5,国内,340,68,49,2017/5/5 16:55,2017/5/5 18:55,41,1,92,0,119,1.0 
1265,2017/5/6,国内,340,68,49,2017/5/6 16:55,2017/5/6 18:55,19,2,117,0,161,1.0 
1266,2017/5/5,国内,465,50,62,2017/5/5 8:00,2017/5/5 9:25,81,2,123,0,161,1.0 
1267,2017/5/6,国内,465,50,62,2017/5/6 8:00,2017/5/6 9:25,39,2,85,0,161,1.0 
1268,2017/5/7,国内,465,50,62,2017/5/7 8:00,2017/5/7 9:25,117,2,45,0,161,1.0 
1269,2017/5/8,国内,465,50,62,2017/5/8 8:00,2017/5/8 9:25,111,2,94,0,161,1.0 
1270,2017/5/5,国内,471,50,62,2017/5/5 14:25,2017/5/5 15:50,10,2,144,0,161,1.0 
1271,2017/5/6,国内,471,50,62,2017/5/6 14:25,2017/5/6 15:50,37,2,44,0,161,1.0 
1272,2017/5/7,国内,471,50,62,2017/5/7 14:25,2017/5/7 15:50,80,2,46,0,161,1.0 
1273,2017/5/8,国内,471,50,62,2017/5/8 14:25,2017/5/8 15:50,15,2,44,0,161,1.0 
1274,2017/5/5,国内,343,49,68,2017/5/5 8:20,2017/5/5 10:30,133,2,83,0,183,1.0 
1275,2017/5/6,国内,343,49,68,2017/5/6 8:20,2017/5/6 10:30,88,2,58,0,155,1.0 
1276,2017/5/7,国内,343,49,68,2017/5/7 8:20,2017/5/7 10:30,140,2,113,0,183,1.0 
1277,2017/5/8,国内,343,49,68,2017/5/8 8:20,2017/5/8 10:30,125,2,129,0,183,1.0 
1278,2017/5/5,国内,466,62,50,2017/5/5 10:30,2017/5/5 11:55,81,2,161,0,161,1.0 
1279,2017/5/6,国内,466,62,50,2017/5/6 10:30,2017/5/6 11:55,39,2,99,0,161,1.0 
1280,2017/5/7,国内,466,62,50,2017/5/7 10:30,2017/5/7 11:55,117,2,66,0,161,1.0 
1281,2017/5/8,国内,466,62,50,2017/5/8 10:30,2017/5/8 11:55,111,2,89,0,161,1.0 
1282,2017/5/5,国内,458,57,49,2017/5/5 17:45,2017/5/5 19:35,109,2,146,0,161,1.0 
1283,2017/5/6,国内,458,57,49,2017/5/6 17:45,2017/5/6 19:35,18,2,96,0,161,1.0 
1284,2017/5/7,国内,458,57,49,2017/5/7 17:45,2017/5/7 19:35,94,2,107,0,161,1.0 
1285,2017/5/8,国内,458,57,49,2017/5/8 17:45,2017/5/8 19:35,102,2,82,0,161,1.0 
1286,2017/5/7,国内,472,62,50,2017/5/7 17:10,2017/5/7 18:50,50,2,58,0,161,1.0 
1287,2017/5/5,国内,472,62,50,2017/5/5 17:10,2017/5/5 18:50,69,2,76,0,161,1.0 
1288,2017/5/6,国内,472,62,50,2017/5/6 17:10,2017/5/6 18:50,15,2,27,0,161,1.0 
1289,2017/5/8,国内,472,62,50,2017/5/8 17:10,2017/5/8 18:50,92,2,15,0,155,1.0 
1290,2017/5/7,国内,344,68,49,2017/5/7 11:15,2017/5/7 13:25,102,2,87,0,161,1.0 
1291,2017/5/5,国内,467,49,66,2017/5/5 6:50,2017/5/5 8:25,54,2,161,0,161,1.0 
1292,2017/5/6,国内,467,49,66,2017/5/6 6:50,2017/5/6 8:25,54,2,161,0,161,1.0 
1293,2017/5/7,国内,467,49,66,2017/5/7 6:50,2017/5/7 8:25,107,2,161,0,161,1.0 
1294,2017/5/8,国内,467,49,66,2017/5/8 6:50,2017/5/8 8:25,10,2,154,0,161,1.0 
1295,2017/5/5,国内,459,49,62,2017/5/5 9:55,2017/5/5 11:45,67,2,104,0,161,1.0 
1296,2017/5/6,国内,459,49,62,2017/5/6 9:55,2017/5/6 11:45,56,2,58,0,161,1.0 
1297,2017/5/7,国内,459,49,62,2017/5/7 9:55,2017/5/7 11:45,56,2,99,0,161,1.0 
1298,2017/5/8,国内,459,49,62,2017/5/8 9:55,2017/5/8 11:45,56,2,52,0,161,1.0 
1299,2017/5/5,国内,460,62,49,2017/5/5 13:15,2017/5/5 15:05,67,2,103,0,161,1.0 
1300,2017/5/7,国内,460,62,49,2017/5/7 13:15,2017/5/7 15:05,56,2,74,0,161,1.0 
1301,2017/5/8,国内,460,62,49,2017/5/8 13:15,2017/5/8 15:05,56,2,42,0,161,1.0 
1302,2017/5/5,国际,477,50,5,2017/5/5 18:20,2017/5/5 19:55,66,2,130,0,161,1.5 
1303,2017/5/5,国际,480,5,50,2017/5/5 20:55,2017/5/5 22:25,66,2,143,0,161,1.5 
1304,2017/5/6,国际,495,20,49,2017/5/6 9:00,2017/5/6 13:55,118,2,154,13,161,1.5 
1305,2017/5/8,国际,495,20,49,2017/5/8 9:00,2017/5/8 14:00,13,2,95,3,161,1.5 
1306,2017/5/5,国际,497,49,27,2017/5/5 19:20,2017/5/5 22:15,112,2,87,20,161,1.5 
1307,2017/5/6,国际,497,49,27,2017/5/6 19:20,2017/5/6 22:15,97,2,79,11,161,1.5 
1308,2017/5/7,国际,497,49,27,2017/5/7 19:20,2017/5/7 22:15,89,2,70,26,155,1.5 
1309,2017/5/8,国际,497,49,27,2017/5/8 19:20,2017/5/8 22:15,118,2,72,6,161,1.5 
1310,2017/5/5,国际,483,50,22,2017/5/5 10:00,2017/5/5 14:45,115,2,88,0,161,1.5 
1311,2017/5/6,国际,483,50,22,2017/5/6 10:00,2017/5/6 14:45,105,2,117,0,161,1.5 
1312,2017/5/7,国际,483,50,22,2017/5/7 10:00,2017/5/7 14:45,108,2,119,0,161,1.5 
1313,2017/5/8,国际,483,50,22,2017/5/8 10:00,2017/5/8 14:45,95,2,70,0,155,1.5 
1314,2017/5/6,国际,495,49,27,2017/5/6 15:10,2017/5/6 17:55,118,2,103,13,161,1.5 
1315,2017/5/8,国际,495,49,27,2017/5/8 15:10,2017/5/8 17:55,13,2,105,3,161,1.5 
1316,2017/5/5,国际,500,78,52,2017/5/5 9:45,2017/5/5 11:55,112,2,138,10,161,1.5 
1317,2017/5/6,国际,500,78,52,2017/5/6 9:45,2017/5/6 11:55,97,2,114,10,161,1.5 
1318,2017/5/7,国际,500,78,52,2017/5/7 9:45,2017/5/7 11:55,89,2,75,4,155,1.5 
1319,2017/5/8,国际,500,78,52,2017/5/8 9:45,2017/5/8 11:55,118,2,118,5,161,1.5 
1320,2017/5/5,国际,496,27,49,2017/5/5 10:05,2017/5/5 12:55,97,2,91,15,161,1.5 
1321,2017/5/6,国际,496,27,49,2017/5/6 10:05,2017/5/6 12:55,89,2,91,15,155,1.5 
1322,2017/5/7,国际,496,27,49,2017/5/7 10:05,2017/5/7 12:55,118,2,62,6,161,1.5 
1323,2017/5/8,国际,496,27,49,2017/5/8 10:05,2017/5/8 13:00,97,2,55,13,161,1.5 
1324,2017/5/5,国际,485,22,50,2017/5/5 17:15,2017/5/5 21:50,104,2,119,0,161,1.5 
1325,2017/5/7,国际,485,22,50,2017/5/7 17:15,2017/5/7 21:50,105,2,92,0,161,1.5 
1326,2017/5/6,国际,485,22,50,2017/5/6 17:15,2017/5/6 21:50,16,2,104,0,161,1.5 
1327,2017/5/8,国际,485,22,50,2017/5/8 17:15,2017/5/8 21:50,108,2,87,0,161,1.5 
1328,2017/5/5,国际,496,49,15,2017/5/5 14:00,2017/5/5 15:20,97,2,67,15,161,1.5 
1329,2017/5/6,国际,496,49,15,2017/5/6 14:00,2017/5/6 15:20,89,2,14,15,155,1.5 
1330,2017/5/7,国际,496,49,15,2017/5/7 14:00,2017/5/7 15:20,118,2,12,6,161,1.5 
1331,2017/5/8,国际,496,49,15,2017/5/8 14:00,2017/5/8 15:20,97,2,8,13,161,1.5 
1332,2017/5/5,国际,499,37,49,2017/5/5 14:10,2017/5/5 16:15,118,2,156,5,161,1.5 
1333,2017/5/7,国际,499,37,49,2017/5/7 14:10,2017/5/7 16:15,13,2,98,6,161,1.5 
1334,2017/5/8,国际,491,27,49,2017/5/8 14:05,2017/5/8 16:55,115,2,65,16,161,1.5 
1335,2017/5/8,国际,491,49,20,2017/5/8 17:55,2017/5/8 23:00,115,2,125,16,161,1.5 
1336,2017/5/5,国际,499,49,20,2017/5/5 17:40,2017/5/5 23:00,118,2,90,5,161,1.5 
1337,2017/5/7,国际,499,49,20,2017/5/7 17:40,2017/5/7 23:00,13,2,78,6,161,1.5 
1338,2017/5/6,国际,491,27,49,2017/5/6 14:05,2017/5/6 16:55,111,2,85,20,161,1.5 
1339,2017/5/7,国际,474,7,61,2017/5/7 20:00,2017/5/7 21:40,85,2,117,0,155,1.5 
1340,2017/5/6,国际,491,49,20,2017/5/6 17:55,2017/5/6 23:00,111,2,100,20,161,1.5 
1341,2017/5/5,国际,497,15,49,2017/5/5 16:20,2017/5/5 17:40,112,2,38,20,161,1.5 
1342,2017/5/6,国际,497,15,49,2017/5/6 16:20,2017/5/6 17:40,97,2,46,11,161,1.5 
1343,2017/5/7,国际,497,15,49,2017/5/7 16:20,2017/5/7 17:40,89,2,91,26,155,1.5 
1344,2017/5/8,国际,497,15,49,2017/5/8 16:20,2017/5/8 17:40,118,2,7,6,161,1.5 
1345,2017/5/8,国际,501,52,78,2017/5/8 19:25,2017/5/8 21:30,97,2,74,24,161,1.5 
1346,2017/5/6,国际,509,16,50,2017/5/6 21:15,2017/5/7 0:35,122,2,157,0,183,1.5 
1347,2017/5/6,国际,506,49,22,2017/5/6 17:50,2017/5/6 22:10,8,2,65,34,161,1.5 
1348,2017/5/8,国际,506,49,22,2017/5/8 17:50,2017/5/8 22:10,8,2,38,19,161,1.5 
1349,2017/5/5,国际,511,21,50,2017/5/5 8:00,2017/5/5 12:40,110,2,67,22,161,1.5 
1350,2017/5/6,国际,512,50,7,2017/5/6 9:00,2017/5/6 10:25,104,2,142,0,161,1.5 
1351,2017/5/8,国际,512,50,7,2017/5/8 9:00,2017/5/8 10:25,16,2,123,0,161,1.5 
1352,2017/5/5,国际,502,20,49,2017/5/5 9:00,2017/5/5 13:55,16,2,122,9,161,1.5 
1353,2017/5/7,国际,502,20,49,2017/5/7 9:00,2017/5/7 13:55,12,2,109,16,161,1.5 
1354,2017/5/5,国际,510,50,21,2017/5/5 19:15,2017/5/5 23:30,116,2,69,8,161,1.5 
1355,2017/5/7,国际,510,50,21,2017/5/7 19:15,2017/5/7 23:30,91,2,81,17,155,1.5 
1356,2017/5/8,国际,510,50,21,2017/5/8 19:15,2017/5/8 23:30,106,2,65,11,161,1.5 
1357,2017/5/6,国际,507,22,49,2017/5/6 8:55,2017/5/6 13:15,14,2,100,67,161,1.5 
1358,2017/5/8,国际,507,22,49,2017/5/8 8:55,2017/5/8 13:15,14,2,102,37,161,1.5 
1359,2017/5/5,国际,502,49,37,2017/5/5 15:10,2017/5/5 17:30,16,2,87,9,161,1.5 
1360,2017/5/7,国际,502,49,37,2017/5/7 15:10,2017/5/7 17:30,12,2,79,16,161,1.5 
1361,2017/5/6,国际,507,49,78,2017/5/6 14:15,2017/5/6 17:15,14,2,70,67,161,1.5 
1362,2017/5/8,国际,507,49,78,2017/5/8 14:15,2017/5/8 17:15,14,2,29,37,161,1.5 
1363,2017/5/5,国际,500,52,15,2017/5/5 12:55,2017/5/5 15:10,112,2,45,10,161,1.5 
1364,2017/5/6,国际,500,52,15,2017/5/6 12:55,2017/5/6 15:10,97,2,26,10,161,1.5 
1365,2017/5/7,国际,500,52,15,2017/5/7 12:55,2017/5/7 15:10,89,2,27,4,155,1.5 
1366,2017/5/8,国际,500,52,15,2017/5/8 12:55,2017/5/8 15:10,118,2,20,5,161,1.5 
1367,2017/5/5,国际,504,49,10,2017/5/5 15:55,2017/5/5 18:45,68,2,133,0,161,1.5 
1368,2017/5/6,国际,504,49,10,2017/5/6 15:55,2017/5/6 18:45,67,2,152,0,161,1.5 
1369,2017/5/7,国际,504,49,10,2017/5/7 15:55,2017/5/7 18:45,71,2,136,0,161,1.5 
1370,2017/5/8,国际,504,49,10,2017/5/8 15:55,2017/5/8 18:45,54,2,143,0,161,1.5 
1371,2017/5/6,国际,510,50,21,2017/5/6 19:15,2017/5/6 23:30,110,2,58,51,161,1.5 
1372,2017/5/5,国际,508,50,16,2017/5/5 14:50,2017/5/5 18:25,135,2,125,0,183,1.5 
1373,2017/5/6,国际,508,50,16,2017/5/6 16:40,2017/5/6 20:15,122,2,164,0,183,1.5 
1374,2017/5/7,国际,508,50,16,2017/5/7 14:50,2017/5/7 18:25,70,2,159,0,161,1.5 
1375,2017/5/8,国际,508,50,16,2017/5/8 16:40,2017/5/8 20:15,47,2,145,0,161,1.5 
1376,2017/5/6,国际,511,21,50,2017/5/6 8:00,2017/5/6 12:40,116,2,99,23,161,1.5 
1377,2017/5/7,国际,511,21,50,2017/5/7 8:00,2017/5/7 12:40,110,2,88,11,161,1.5 
1378,2017/5/8,国际,511,21,50,2017/5/8 8:00,2017/5/8 12:40,91,2,92,5,155,1.5 
1379,2017/5/5,国际,501,15,52,2017/5/5 16:15,2017/5/5 18:25,97,2,44,29,161,1.5 
1380,2017/5/6,国际,501,15,52,2017/5/6 16:15,2017/5/6 18:25,89,2,19,19,155,1.5 
1381,2017/5/7,国际,501,15,52,2017/5/7 16:15,2017/5/7 18:25,118,2,37,11,161,1.5 
1382,2017/5/8,国际,501,15,52,2017/5/8 16:15,2017/5/8 18:25,97,2,8,24,161,1.5 
1383,2017/5/6,国际,505,10,49,2017/5/6 19:45,2017/5/6 22:40,67,2,25,0,161,1.5 
1384,2017/5/7,国际,505,10,49,2017/5/7 19:45,2017/5/7 22:40,71,2,29,0,161,1.5 
1385,2017/5/5,国际,505,10,49,2017/5/5 19:45,2017/5/5 22:40,68,2,45,0,161,1.5 
1386,2017/5/8,国际,505,10,49,2017/5/8 19:45,2017/5/8 22:40,54,2,40,0,161,1.5 
1387,2017/5/7,国际,509,16,50,2017/5/7 19:35,2017/5/7 23:15,70,2,133,0,161,1.5 
1388,2017/5/5,国际,509,16,50,2017/5/5 19:35,2017/5/5 23:15,135,2,101,0,183,1.5 
1389,2017/5/8,国际,509,16,50,2017/5/8 21:15,2017/5/9 0:35,47,2,115,0,161,1.5 
1390,2017/5/5,国际,501,52,78,2017/5/5 19:25,2017/5/5 21:30,97,2,98,29,161,1.5 
1391,2017/5/6,国际,501,52,78,2017/5/6 19:25,2017/5/6 21:30,89,2,123,19,155,1.5 
1392,2017/5/7,国际,501,52,78,2017/5/7 19:25,2017/5/7 21:30,118,2,127,11,161,1.5 
1393,2017/5/6,国际,506,78,49,2017/5/6 13:25,2017/5/6 16:25,8,2,39,34,161,1.5 
1394,2017/5/8,国际,506,78,49,2017/5/8 13:25,2017/5/8 16:25,8,2,32,19,161,1.5 
1395,2017/5/6,国际,517,6,50,2017/5/6 20:45,2017/5/6 22:10,38,2,161,0,161,1.5 
1396,2017/5/7,国际,517,6,50,2017/5/7 20:45,2017/5/7 22:10,68,2,156,0,161,1.5 
1397,2017/5/7,国际,523,7,32,2017/5/7 12:00,2017/5/7 14:30,85,2,153,0,155,1.5 
1398,2017/5/5,国际,517,6,50,2017/5/5 20:45,2017/5/5 22:10,101,2,160,0,161,1.5 
1399,2017/5/8,国际,517,6,50,2017/5/8 20:45,2017/5/8 22:10,65,2,146,0,161,1.5 
1400,2017/5/5,国际,524,49,18,2017/5/5 18:10,2017/5/5 23:20,18,2,157,0,161,1.5 
1401,2017/5/6,国际,524,49,18,2017/5/6 18:10,2017/5/6 23:20,7,2,141,0,161,1.5 
1402,2017/5/7,国际,524,49,18,2017/5/7 18:10,2017/5/7 23:20,90,2,130,0,155,1.5 
1403,2017/5/8,国际,524,49,18,2017/5/8 18:10,2017/5/8 23:20,7,2,141,0,161,1.5 
1404,2017/5/5,国际,514,49,6,2017/5/5 16:50,2017/5/5 18:45,107,2,110,0,161,1.5 
1405,2017/5/6,国际,514,49,6,2017/5/6 17:10,2017/5/6 18:45,36,2,103,0,161,1.5 
1406,2017/5/7,国际,514,49,6,2017/5/7 16:50,2017/5/7 18:45,36,2,105,0,161,1.5 
1407,2017/5/8,国际,514,49,6,2017/5/8 16:50,2017/5/8 18:45,49,2,139,0,161,1.5 
1408,2017/5/5,国际,518,52,7,2017/5/5 9:10,2017/5/5 11:00,75,2,92,0,161,1.5 
1409,2017/5/5,国际,519,7,52,2017/5/5 12:00,2017/5/5 13:50,75,2,100,0,161,1.5 
1410,2017/5/6,国际,520,49,7,2017/5/6 8:45,2017/5/6 10:25,107,2,94,0,161,1.5 
1411,2017/5/8,国际,520,49,7,2017/5/8 8:45,2017/5/8 10:25,75,2,87,0,161,1.5 
1412,2017/5/6,国际,515,6,49,2017/5/6 19:45,2017/5/6 21:25,36,2,124,0,161,1.5 
1413,2017/5/7,国际,515,6,49,2017/5/7 19:45,2017/5/7 21:25,36,2,161,0,161,1.5 
1414,2017/5/8,国际,515,6,49,2017/5/8 19:45,2017/5/8 21:25,49,2,143,0,161,1.5 
1415,2017/5/5,国际,520,49,7,2017/5/5 8:45,2017/5/5 10:25,59,2,77,0,161,1.5 
1416,2017/5/7,国际,520,49,7,2017/5/7 8:45,2017/5/7 10:25,10,2,89,0,161,1.5 
1417,2017/5/5,国际,525,18,49,2017/5/5 0:30,2017/5/5 6:10,108,2,147,0,161,1.5 
1418,2017/5/6,国际,525,18,49,2017/5/6 0:30,2017/5/6 6:10,18,2,159,0,161,1.5 
1419,2017/5/8,国际,525,18,49,2017/5/8 0:30,2017/5/8 6:10,90,2,151,0,155,1.5 
1420,2017/5/7,国际,525,18,49,2017/5/7 0:30,2017/5/7 6:10,7,2,157,0,161,1.5 
1421,2017/5/5,国际,515,6,49,2017/5/5 19:45,2017/5/5 21:25,107,2,137,0,161,1.5 
1422,2017/5/6,国际,521,7,49,2017/5/6 11:25,2017/5/6 12:50,107,2,145,0,161,1.5 
1423,2017/5/7,国际,521,7,49,2017/5/7 11:25,2017/5/7 12:50,10,2,156,0,161,1.5 
1424,2017/5/8,国际,521,7,49,2017/5/8 11:25,2017/5/8 13:00,75,2,161,0,161,1.5 
1425,2017/5/5,国际,512,50,7,2017/5/5 9:00,2017/5/5 10:25,10,2,132,0,161,1.5 
1426,2017/5/7,国际,512,50,7,2017/5/7 9:00,2017/5/7 10:25,16,2,131,0,161,1.5 
1427,2017/5/5,国际,516,50,6,2017/5/5 18:25,2017/5/5 19:45,101,2,150,0,161,1.5 
1428,2017/5/7,国际,516,50,6,2017/5/7 18:25,2017/5/7 19:45,68,2,147,0,161,1.5 
1429,2017/5/8,国际,516,50,6,2017/5/8 18:25,2017/5/8 19:45,65,2,156,0,161,1.5 
1430,2017/5/5,国际,521,7,49,2017/5/5 11:25,2017/5/5 12:50,59,2,136,0,161,1.5 
1431,2017/5/5,国际,513,7,50,2017/5/5 11:25,2017/5/5 13:10,10,2,150,0,161,1.5 
1432,2017/5/6,国际,513,7,50,2017/5/6 11:25,2017/5/6 13:10,104,2,161,0,161,1.5 
